Name,Genre,Platform,Publisher,Global_Sales
Petz Fantasy: Moonlight Magic,Simulation,DS,Ubisoft,0.12
Lost in Shadow,Platform,Wii,Konami Digital Entertainment,0.12
nail'd,Racing,PS3,Deep Silver,0.12
Spider-Man: Shattered Dimensions,Action,X360,Activision,0.36
The Sims 3,Simulation,PS3,Electronic Arts,2.06
Valkyria Chronicles II,Role-Playing,PSP,Sega,0.54
God Eater,Action,PSP,Unknown,0.72
Farmtopia,Simulation,DS,505 Games,0.19
Army of Two: The 40th Day,Shooter,PSP,Electronic Arts,0.32
Jikkyou Powerful Pro Yakyuu 2010,Sports,PSP,Konami Digital Entertainment,0.2
Ben 10 Ultimate Alien: Cosmic Destruction,Platform,DS,D3Publisher,0.32
Alice in Wonderland,Adventure,Wii,Disney Interactive Studios,0.53
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Simulation,DS,Electronic Arts,0.53
Call of Duty: Black Ops,Shooter,Wii,Activision,1.4
SBK X: Superbike World Championship,Racing,X360,Black Bean Games,0.19
DJ Hero 2,Misc,PS3,Activision,0.75
James Bond 007: Blood Stone,Shooter,PS3,Activision,0.72
Remington Super Slam Hunting: North America,Sports,Wii,Mastiff,0.19
Pictionary,Puzzle,DS,THQ,0.19
Split/Second,Racing,PS3,Disney Interactive Studios,0.75
Battlefield: Bad Company 2,Shooter,X360,Electronic Arts,3.48
Momotarou Dentetsu World,Misc,DS,Hudson Soft,0.19
Doctor Who: Return to Earth,Adventure,Wii,Asylum Entertainment,0.19
EA Sports Active 2,Sports,Wii,Electronic Arts,1.3
Mathews Bowhunting,Sports,Wii,Zoo Games,0.19
Dead Rising 2,Action,PS3,Capcom,1.38
Radiant Historia,Role-Playing,DS,Atlus,0.34
Despicable Me: The Game - Minion Mayhem,Puzzle,DS,D3Publisher,0.54
Ninokuni: Shikkoku no Madoushi,Role-Playing,DS,Level 5,0.54
Disney Fairies: Tinker Bell and the Great Fairy Rescue,Adventure,DS,Disney Interactive Studios,0.35
Lips: Party Classics,Misc,X360,Microsoft Game Studios,0.18
Monopoly Streets,Misc,Wii,Electronic Arts,0.76
Yu-Gi-Oh! 5D's Tag Force 5,Strategy,PSP,Konami Digital Entertainment,0.35
FIFA Soccer 11,Sports,DS,Electronic Arts,0.72
DanceDanceRevolution,Simulation,PS3,Konami Digital Entertainment,0.2
How to Train Your Dragon,Action,PS3,Activision,0.18
UFC Undisputed 2010,Fighting,PS3,THQ,1.42
Chicken Riot,Action,Wii,City Interactive,0.34
Metroid: Other M,Action,Wii,Nintendo,1.41
Fallout: New Vegas,Role-Playing,X360,Bethesda Softworks,4.08
Iron Man 2,Action,DS,Sega,0.34
Tiger Woods PGA Tour 11,Sports,X360,Electronic Arts,0.53
Major League Baseball 2K10,Sports,PS3,Take-Two Interactive,0.18
Pure Futbol,Sports,X360,Ubisoft,0.18
Toy Story 3: The Video Game,Action,Wii,Disney Interactive Studios,1.41
The Last Airbender,Action,DS,THQ,0.18
The Settlers 7: Paths to a Kingdom,Strategy,PC,Ubisoft,0.32
Hello Kitty: Birthday Adventures,Adventure,DS,Namco Bandai Games,0.18
Arcania: Gothic 4,Role-Playing,PC,JoWood Productions,0.19
CSI: Fatal Conspiracy,Adventure,PS3,Ubisoft,0.19
F1 2010,Racing,PS3,Codemasters,1.35
Despicable Me: The Game,Platform,Wii,D3Publisher,0.33
Mystery Tales of Time Travel,Puzzle,DS,Foreign Media Games,0.19
Scene It? Twilight,Misc,DS,Konami Digital Entertainment,0.19
Blur,Racing,PS3,Activision,0.74
Your Shape: Fitness Evolved,Sports,X360,Ubisoft,1.33
Tactics Ogre: Let Us Cling Together,Role-Playing,PSP,Square Enix,0.53
LEGO Harry Potter: Years 1-4,Action,PS3,Warner Bros. Interactive Entertainment,1.37
MySims SkyHeroes,Action,DS,Electronic Arts,0.33
Hidden Mysteries: Vampire Secrets,Adventure,DS,Astragon,0.19
DanceMasters,Misc,X360,Konami Digital Entertainment,0.19
NHL 11,Sports,X360,Electronic Arts,0.73
Majin and the Forsaken Kingdom,Adventure,X360,Namco Bandai Games,0.19
Spider-Man: Shattered Dimensions,Action,DS,Activision,0.19
Cabela's Dangerous Hunts 2011,Sports,PS3,Activision,0.33
Shrek: Forever After,Platform,PS3,Activision,0.19
Dante's Inferno,Action,PSP,Electronic Arts,0.19
Tokimeki Memorial Girl's Side 3rd Story,Adventure,DS,Konami Digital Entertainment,0.19
Alan Wake,Action,X360,Microsoft Game Studios,1.35
Star Ocean: The Last Hope International,Role-Playing,PS3,Square Enix,0.73
DECA Sports Freedom,Sports,X360,Hudson Soft,0.33
SingStar Dance,Misc,PS3,Sony Computer Entertainment,0.53
UFC Undisputed 2010,Fighting,X360,THQ,1.33
FIFA Soccer 11,Sports,X360,Electronic Arts,3.53
Shaun White Skateboarding,Sports,Wii,Ubisoft,0.19
Escape The Museum,Adventure,DS,Astragon,0.19
Etrian Odyssey III: The Drowned City,Role-Playing,DS,Atlus,0.33
Def Jam Rapstar,Misc,PS3,Konami Digital Entertainment,0.33
Jewel Master: Cradle of Athena,Puzzle,DS,Storm City Games,0.19
Saw II: Flesh & Blood,Action,PS3,Konami Digital Entertainment,0.19
Buzz! The Ultimate Music Quiz,Misc,PS3,Sony Computer Entertainment,0.34
Assassin's Creed: Brotherhood,Action,X360,Ubisoft,3.5
MAG: Massive Action Game,Shooter,PS3,Sony Computer Entertainment,1.32
Resonance of Fate,Role-Playing,X360,Sega,0.33
Shaun White Skateboarding,Sports,PS3,Ubisoft,0.19
Quantum Theory,Shooter,PS3,Tecmo Koei,0.19
Family Party: 90 Great Games Party Pack,Misc,Wii,D3Publisher,0.33
Kenka Banchou 4: Ichinen Sensou,Action,PSP,Spike,0.19
Clash of the Titans,Action,PS3,Namco Bandai Games,0.33
Iron Man 2,Action,Wii,Sega,0.33
Pokemon Ranger: Guardian Signs,Role-Playing,DS,Nintendo,1.33
Sports Champions,Sports,PS3,Sony Computer Entertainment,3.87
NBA 2K11,Action,PC,Take-Two Interactive,0.19
Aliens vs Predator,Shooter,PC,Sega,0.19
How to Train Your Dragon,Action,DS,Activision,0.54
Jeopardy!,Misc,DS,THQ,0.19
Resonance of Fate,Role-Playing,PS3,Sega,0.74
The X-Factor,Misc,Wii,Deep Silver,0.33
Brunswick Pro Bowling,Sports,PS3,505 Games,0.19
Sonic Colors,Platform,DS,Sega,1.37
The Shoot,Shooter,PS3,Sony Computer Entertainment,0.35
Supreme Commander 2,Strategy,PC,Square Enix,0.19
Battlefield: Bad Company 2,Shooter,PC,Electronic Arts,0.71
World of Outlaws: Sprint Cars,Racing,X360,THQ,0.18
Dragon Quest Monsters: Joker 2,Role-Playing,DS,Square Enix,1.45
Mega Man Zero Collection,Platform,DS,Capcom,0.36
WWE SmackDown vs. Raw 2011,Fighting,PSP,THQ,0.71
EA Sports MMA,Fighting,X360,Electronic Arts,0.36
DanceDanceRevolution,Simulation,Wii,Konami Digital Entertainment,0.36
BlazBlue: Continuum Shift,Fighting,X360,PQube,0.32
Dynasty Warriors: Gundam 3,Action,X360,Tecmo Koei,0.18
Chuck E. Cheese's Party Games,Misc,DS,UFO Interactive,0.18
Splatterhouse,Action,X360,Namco Bandai Games,0.18
Raving Rabbids: Travel in Time,Adventure,Wii,Ubisoft,0.76
Cars Toon: Mater's Tall Tales,Misc,Wii,Disney Interactive Studios,0.52
FIFA Soccer 11,Sports,PC,Electronic Arts,0.18
Cabela's Dangerous Hunts 2011,Sports,X360,Activision,0.32
Body and Brain Connection,Misc,X360,Namco Bandai Games,0.2
Front Mission Evolved,Shooter,X360,Square Enix,0.2
Metro 2033,Shooter,X360,THQ,0.55
Lost Planet 2,Shooter,X360,Capcom,0.76
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sports,PS3,Sega,0.35
SpongeBob's Boating Bash,Misc,Wii,THQ,0.35
LEGO Harry Potter: Years 1-4,Action,PSP,Warner Bros. Interactive Entertainment,0.71
Horrid Henry: Missions of Mischief,Adventure,DS,SouthPeak Games,0.18
2010 FIFA World Cup South Africa,Sports,PS3,Electronic Arts,1.23
Fancy Nancy: Tea Party Time!,Adventure,DS,THQ,0.18
Marvel Super Hero Squad: The Infinity Gauntlet,Action,PS3,THQ,0.18
Camp Rock: The Final Jam,Misc,DS,Disney Interactive Studios,0.18
Dead or Alive Paradise,Misc,PSP,Ubisoft Annecy,0.17
Time Crisis: Razing Storm,Shooter,PS3,Namco Bandai Games,0.55
Michael Jackson: The Experience,Misc,Wii,Ubisoft,4.42
Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,PS3,Namco Bandai Games,1.22
Disney Sing It: Family Hits,Misc,PS3,Disney Interactive Studios,0.17
Toy Story 3: The Video Game,Action,X360,Disney Interactive Studios,0.78
International Cricket 2010,Sports,PS3,Codemasters,0.2
Phineas and Ferb Ride Again,Action,DS,Disney Interactive Studios,0.31
Prince of Persia Trilogy,Action,PS3,Ubisoft,0.51
The 3rd Birthday,Role-Playing,PSP,Square Enix,0.51
Fallout: New Vegas,Role-Playing,PS3,Bethesda Softworks,3.17
Dynasty Warriors: Gundam 3,Action,PS3,Tecmo Koei,0.55
Dark Void,Action,PS3,Capcom,0.36
ExerBeat,Sports,Wii,Namco Bandai Games,0.31
Sesame Street: Cookie's Counting Carnival,Misc,Wii,Warner Bros. Interactive Entertainment,0.31
Enslaved: Odyssey to the West,Action,X360,Namco Bandai Games,0.55
Shawn Johnson Gymnastics,Sports,Wii,Zoo Games,0.18
TRON: Evolution,Action,DS,Disney Interactive Studios,0.18
Brunswick Cosmic Bowling,Sports,Wii,GameMill Entertainment,0.18
Dance Central,Misc,X360,MTV Games,3.19
Rabbids Party Collection,Misc,Wii,Ubisoft,0.18
Schlag den Raab,Misc,Wii,Namco Bandai Games,0.2
Hot Wheels: Track Attack,Racing,Wii,THQ,0.2
CSI: Unsolved!,Adventure,DS,Ubisoft,0.2
Ben 10 Ultimate Alien: Cosmic Destruction,Platform,X360,D3Publisher,0.18
Jewel Match,Puzzle,DS,PlayV,0.18
Def Jam Rapstar,Misc,Wii,Konami Digital Entertainment,0.35
No More Heroes: Heroes' Paradise,Action,PS3,Konami Digital Entertainment,0.2
Racquet Sports,Sports,PS3,Ubisoft,0.35
Football Manager 2011,Sports,PC,Sega,1.26
Mahjongg Mysteries: Ancient Egypt,Puzzle,DS,Avanquest,0.2
ModNation Racers,Racing,PSP,Sony Computer Entertainment,0.54
Supreme Commander 2,Strategy,X360,Square Enix,0.35
Kinect Joy Ride,Racing,X360,Microsoft Game Studios,1.44
FIFA Soccer 11,Sports,PS2,Electronic Arts,0.76
Dragon Quest Monsters: Battle Road Victory,Strategy,Wii,Square Enix,0.32
MLB 10: The Show,Sports,PS3,Sony Computer Entertainment,0.71
Shining Hearts,Role-Playing,PSP,Sega,0.2
Dragon Quest Monsters: Joker 2 Professional,Role-Playing,DS,Square Enix,0.62
Dynasty Warriors 7: Xtreme Legends,Action,PS3,Tecmo Koei,0.27
Karaoke Revolution Glee: Volume 3,Misc,Wii,Konami Digital Entertainment,0.3
PowerUp Heroes,Fighting,X360,Ubisoft,0.3
Two Worlds II,Role-Playing,PS3,Unknown,0.48
Dynasty Warriors Next,Action,PSV,Tecmo Koei,0.27
Might & Magic Heroes VI,Role-Playing,PC,Ubisoft,0.31
NBA 2K12,Sports,PS3,Take-Two Interactive,2.11
"Carnival Games: Monkey See, Monkey Do!",Misc,X360,Take-Two Interactive,0.33
Nickelodeon Team Umizoomi,Action,DS,Take-Two Interactive,0.48
Inazuma Eleven Strikers,Role-Playing,Wii,Nintendo,0.26
Monster High: Ghoul Spirit,Misc,Wii,THQ,0.56
The Elder Scrolls V: Skyrim,Role-Playing,X360,Bethesda Softworks,8.84
Final Fantasy IV: The Complete Collection,Role-Playing,PSP,Square Enix,0.56
MonHun Nikki: Poka Poka Ailu Mura G,Role-Playing,PSP,Capcom,0.31
Top Spin 4,Sports,X360,Take-Two Interactive,0.42
NASCAR 2011: The Game,Racing,X360,Activision,0.3
Yakuza: Dead Souls,Shooter,PS3,Sega,0.61
The Sims 3: Outdoor Living Stuff,Simulation,PC,Electronic Arts,0.47
FIFA 12,Sports,PC,Electronic Arts,0.47
Zumba Fitness 2,Sports,Wii,Majesco Entertainment,2.88
Ace Attorney Investigations 2,Adventure,DS,Capcom,0.26
Wipeout 2,Misc,X360,Activision,0.27
Michael Jackson: The Experience,Misc,PS3,Ubisoft,0.54
Inazuma Eleven GO,Role-Playing,3DS,Nintendo,0.54
Call of Duty: Modern Warfare 3,Shooter,PS3,Activision,13.46
Fishing Resort,Sports,Wii,Namco Bandai Games,0.42
WWE All Stars,Fighting,PS3,THQ,0.42
The Black Eyed Peas Experience,Misc,X360,Ubisoft,0.33
Two Worlds II,Role-Playing,X360,Unknown,0.54
Transformers: Dark of the Moon - Autobots/Decepticons,Action,DS,Activision,0.46
"Barbie: Jet, Set & Style!",Misc,DS,THQ,0.46
Peppa Pig: Theme Park Fun,Misc,DS,P2 Games,0.32
Child of Eden,Shooter,X360,Ubisoft,0.44
Wipeout 2,Misc,DS,Activision,0.27
Hunted: The Demon's Forge,Action,PS3,Bethesda Softworks,0.26
Need for Speed: Shift 2 Unleashed,Racing,X360,Electronic Arts,0.44
Dark Souls,Role-Playing,PS3,Namco Bandai Games,2.07
Madden NFL 12,Sports,PS3,Electronic Arts,2.25
Squinkies,Misc,DS,Activision,0.3
Madden NFL 12,Sports,Wii,Electronic Arts,0.46
Hot Shots Golf: World Invitational,Sports,PSV,Sony Computer Entertainment,0.6
Tom Clancy's Splinter Cell 3D,Action,3DS,Ubisoft,0.3
1001 Touch Games,Action,DS,Avanquest,0.33
Kidou Senshi Gundam: Extreme VS,Fighting,PS3,Namco Bandai Games,0.54
Shin Megami Tensei: Devil Survivor 2,Role-Playing,DS,Ghostlight,0.32
Star Wars: The Old Republic,Role-Playing,PC,Electronic Arts,2.97
Country Dance 2,Misc,Wii,GameMill Entertainment,0.46
F.E.A.R. 3,Shooter,PS3,Warner Bros. Interactive Entertainment,0.46
Cooking Mama 4: Kitchen Magic!,Simulation,3DS,505 Games,0.61
Just Dance: Summer Party,Misc,Wii,Ubisoft,0.44
"Barbie: Jet, Set & Style!",Misc,Wii,THQ,0.26
Call of Duty: Modern Warfare 3,Shooter,X360,Activision,14.76
Just Dance 3,Misc,Wii,Ubisoft,10.26
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Role-Playing,Wii,Square Enix,0.47
God of War: Origins Collection,Action,PS3,Sony Computer Entertainment,0.56
The King of Fighters XIII,Fighting,PS3,Rising Star Games,0.31
Portal 2,Shooter,X360,Valve Software,2.1
Super Mario 3D Land,Platform,3DS,Nintendo,10.79
Tetris Axis,Puzzle,3DS,Tetris Online,0.43
Mortal Kombat,Fighting,X360,Warner Bros. Interactive Entertainment,2.11
F.E.A.R. 3,Shooter,X360,Warner Bros. Interactive Entertainment,0.45
Pro Evolution Soccer 2012,Action,PS3,Konami Digital Entertainment,2.19
LittleBigPlanet 2,Platform,PS3,Sony Computer Entertainment,3.42
MX vs. ATV: Alive,Racing,X360,THQ,0.56
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,Strategy,PSP,Banpresto,0.42
DanceStar Party,Misc,PS3,Sony Computer Entertainment,0.46
Red Faction: Armageddon,Shooter,PS3,THQ,0.46
MX vs. ATV: Alive,Racing,PS3,THQ,0.47
Minute to Win It,Misc,X360,Zoo Games,0.32
Dead Rising 2: Off the Record,Action,PS3,Capcom,0.33
Rise of Nightmares,Action,X360,Sega,0.47
Mario Kart 7,Racing,3DS,Nintendo,12.21
Fable III,Role-Playing,PC,Microsoft Game Studios,0.32
L.A. Noire,Adventure,PS3,Take-Two Interactive,3.23
Cars 2,Racing,PS3,Disney Interactive Studios,0.54
Virtua Tennis 4: World Tour,Sports,PSV,Sega,0.47
Jikkyou Powerful Pro Yakyuu 2011,Sports,PS3,Konami Digital Entertainment,0.26
The Smurfs,Action,DS,Ubisoft,0.43
Major League Baseball 2K11,Sports,X360,Take-Two Interactive,0.45
Dead or Alive: Dimensions,Fighting,3DS,Ubisoft Annecy,0.45
Loving Life with Hello Kitty & Friends,Misc,DS,Rising Star Games,0.26
Dead Space 2,Shooter,PC,Electronic Arts,0.33
Catherine,Adventure,X360,Deep Silver,0.32
"Warhammer 40,000: Space Marine",Shooter,PS3,THQ,0.46
Dragon Ball Z: Ultimate Tenkaichi,Fighting,X360,Namco Bandai Games,0.54
Phineas and Ferb: Across the 2nd Dimension,Action,Wii,Disney Interactive Studios,0.6
Medieval Moves: Deadmund's Quest,Action,PS3,Sony Computer Entertainment,0.29
Halo: Combat Evolved Anniversary,Shooter,X360,Microsoft Game Studios,2.44
Harry Potter and the Deathly Hallows - Part 2,Action,Wii,Electronic Arts,0.35
Bleach: Soul Resurreccion,Fighting,PS3,Nippon Ichi Software,0.5
Samurai Warriors Chronicles,Action,3DS,Tecmo Koei,0.39
Fortune Street,Misc,Wii,Nintendo,0.5
WWE All Stars,Fighting,X360,THQ,0.35
Madden NFL 12,Sports,X360,Electronic Arts,2.69
"Warhammer 40,000: Space Marine",Shooter,X360,THQ,0.57
Tales of the World: Radiant Mythology 3,Role-Playing,PSP,Namco Bandai Games,0.28
DC Universe Online,Role-Playing,PS3,Sony Online Entertainment,0.52
One Piece: Gigant Battle 2 Shin Sekai,Fighting,DS,Namco Bandai Games,0.35
Pac-Man All-Stars,Fighting,PS3,Namco Bandai Games,0.35
Bust-A-Move Universe,Puzzle,3DS,Square Enix,0.31
Madden NFL Football,Sports,3DS,Electronic Arts,0.39
Assassin's Creed: Revelations,Action,X360,Ubisoft,4.19
Alice: Madness Returns,Adventure,X360,Electronic Arts,0.5
Pro Evolution Soccer 2012,Action,X360,Konami Digital Entertainment,0.5
Raving Rabbids: Travel in Time 3D,Platform,3DS,Ubisoft,0.38
Monster Hunter Freedom 2,Role-Playing,PS3,Capcom,0.5
Cabela's Big Game Hunter 2012,Sports,Wii,Activision,0.38
L.A. Noire,Adventure,X360,Take-Two Interactive,2.72
Shadows of the Damned,Action,PS3,Electronic Arts,0.28
Mystery Case Files: The Malgrave Incident,Adventure,Wii,Nintendo,0.39
Saints Row: The Third,Action,X360,THQ,2.77
SD Gundam G Generation World,Strategy,PSP,Namco Bandai Games,0.34
LEGO Pirates of the Caribbean: The Video Game,Action,PSP,Disney Interactive Studios,0.34
Pinkalicious,Misc,DS,GameMill Entertainment,0.28
Red Faction: Armageddon,Shooter,X360,THQ,0.39
Cars 2,Racing,X360,Disney Interactive Studios,0.5
FIFA 12,Sports,3DS,Electronic Arts,0.39
Harry Potter and the Deathly Hallows - Part 2,Action,X360,Electronic Arts,0.34
LEGO Star Wars III: The Clone Wars,Action,PSP,LucasArts,0.39
Patapon 3,Misc,PSP,Sony Computer Entertainment,0.28
Combat of Giants: Dinosaurs 3D,Strategy,3DS,Ubisoft,0.39
Taiko no Tatsujin Wii: Ketteiban,Misc,Wii,Namco Bandai Games,0.39
FIFA 12,Sports,X360,Electronic Arts,4.19
Cabela's Big Game Hunter 2012,Sports,X360,Activision,0.28
Need for Speed: The Run,Action,Wii,Electronic Arts,0.29
The Smurfs: Dance Party,Misc,Wii,Ubisoft,0.29
Naruto Shippuden: Ultimate Ninja Impact,Fighting,PSP,Namco Bandai Games,0.35
The Legend of Zelda: Skyward Sword,Action,Wii,Nintendo,4.1
Deus Ex: Human Revolution,Shooter,PC,Square Enix,0.59
Batman: Arkham City,Action,PS3,Warner Bros. Interactive Entertainment,5.53
Pro Evolution Soccer 2012,Action,PSP,Konami Digital Entertainment,0.57
The Legend of Zelda: Ocarina of Time,Action,3DS,Nintendo,4.21
NBA 2K12,Sports,Wii,Take-Two Interactive,0.36
Rage,Shooter,PC,Bethesda Softworks,0.37
Kinectimals: Now with Bears!,Misc,X360,Microsoft Game Studios,0.36
Tiger Woods PGA Tour 12: The Masters,Sports,Wii,Electronic Arts,0.37
Rugby World Cup 2011,Sports,X360,505 Games,0.28
WWE '12,Fighting,Wii,THQ,0.36
Disgaea 4: A Promise Unforgotten,Role-Playing,PS3,Nippon Ichi Software,0.58
Batman: Arkham City,Action,X360,Warner Bros. Interactive Entertainment,4.76
Phantasy Star Portable 2: Infinity,Role-Playing,PSP,Sega,0.37
We Sing Deutsche Hits,Misc,Wii,Nordic Games,0.36
MLB 11: The Show,Sports,PS3,Sony Computer Entertainment,0.58
Dungeon Siege III,Role-Playing,X360,Square Enix,0.37
Goldeneye 007: Reloaded,Shooter,X360,Activision,0.51
Forza Motorsport 4,Racing,X360,Microsoft Game Studios,4.64
Wappy Dog,Simulation,DS,Activision,0.29
El Shaddai: Ascension of the Metatron,Action,PS3,Ignition Entertainment,0.29
Transformers: Dark of the Moon,Action,PS3,Activision,0.37
Need for Speed: The Run,Action,PC,Electronic Arts,0.37
Battle & Get! Pokemon Typing DS,Misc,DS,Nintendo,0.29
Disney Universe,Action,X360,Disney Interactive Studios,0.57
Taiko no Tatsujin Portable DX,Misc,PSP,Namco Bandai Games,0.38
Final Fantasy XIII-2,Role-Playing,PS3,Square Enix,2.68
Saints Row: The Third,Action,PS3,THQ,2.49
Rayman Origins,Platform,Wii,Ubisoft,0.58
Saints Row: The Third,Action,PC,THQ,0.38
World of Tanks,Shooter,PC,Wargaming.net,0.29
Operation Flashpoint: Red River,Shooter,X360,Codemasters,0.29
Toriko: Gourmet Survival!,Role-Playing,PSP,Namco Bandai Games,0.36
The House of the Dead: Overkill - Extended Cut,Shooter,PS3,Sega,0.38
Transformers: Dark of the Moon,Action,X360,Activision,0.29
Shin Megami Tensei: Devil Survivor Overclocked,Role-Playing,3DS,Ghostlight,0.38
Pro Evolution Soccer 2011 3D,Sports,3DS,Konami Digital Entertainment,0.38
Assassin's Creed: Revelations,Action,PS3,Ubisoft,4.24
Bulletstorm,Shooter,PS3,Electronic Arts,0.53
Call of Juarez: The Cartel,Shooter,X360,Ubisoft,0.27
Ben 10 Triple Pack,Misc,DS,D3Publisher,0.27
Little Deviants,Platform,PSV,Sony Computer Entertainment,0.33
Call of Duty: Modern Warfare 3: Defiance,Shooter,DS,Activision,0.3
Disney Princess: Enchanting Storybooks,Misc,Wii,THQ,0.41
Alice: Madness Returns,Adventure,PS3,Electronic Arts,0.6
Rugby World Cup 2011,Sports,PS3,505 Games,0.33
The Gunstringer,Shooter,X360,Microsoft Game Studios,0.41
Wipeout 2,Misc,Wii,Activision,0.33
Battlefield 3,Shooter,PS3,Electronic Arts,7.23
Duke Nukem Forever,Shooter,PC,Take-Two Interactive,0.41
Just Dance Kids 2,Misc,X360,Ubisoft,0.41
Ultimate Marvel vs. Capcom 3,Fighting,PSV,Capcom,0.33
Nintendogs + cats,Simulation,3DS,Nintendo,3.81
NBA 2K12,Sports,X360,Take-Two Interactive,2.62
Mario & Sonic at the London 2012 Olympic Games,Sports,Wii,Sega,3.78
Tropico 4,Strategy,PC,Kalypso Media,0.27
Call of Juarez: The Cartel,Shooter,PS3,Ubisoft,0.3
NASCAR 2011: The Game,Racing,PS3,Activision,0.27
Phineas and Ferb: Across the 2nd Dimension,Action,DS,Disney Interactive Studios,0.56
Phineas and Ferb: Across the 2nd Dimension,Action,PS3,Disney Interactive Studios,0.33
Mortal Kombat,Fighting,PS3,Warner Bros. Interactive Entertainment,2.85
Skylanders: Spyro's Adventure,Action,Wii,Activision,2.85
Steel Diver,Action,3DS,Nintendo,0.49
Rabbids: Alive & Kicking,Misc,X360,Ubisoft,0.3
Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,PSP,Atlus,0.3
Hatsune Miku: Project Diva Extend,Misc,PSP,Sega,0.33
Dead Island,Action,PS3,Deep Silver,2.29
Asphalt 3D,Racing,3DS,Ubisoft,0.49
Fantastic Pets,Simulation,X360,THQ,0.41
One Piece Unlimited Cruise SP,Action,3DS,Namco Bandai Games,0.3
Battlefield 3,Shooter,X360,Electronic Arts,7.34
SpongeBob SquigglePants,Misc,Wii,THQ,0.41
The Adventures of Tintin: The Game,Action,PS3,Ubisoft,0.27
MotionSports: Adrenaline,Sports,X360,Ubisoft,0.27
Gears of War 3,Shooter,X360,Microsoft Game Studios,6.24
Tom Clancy's Ghost Recon: Shadow Wars,Strategy,3DS,Ubisoft,0.34
Kinect: Disneyland Adventures,Misc,X360,Microsoft Game Studios,2.38
Batman: Arkham City,Action,PC,Warner Bros. Interactive Entertainment,0.53
Ace Combat: Assault Horizon,Action,X360,Namco Bandai Games,0.49
Skylanders: Spyro's Adventure,Action,3DS,Activision,0.57
Resident Evil: The Mercenaries 3D,Action,3DS,Capcom,0.49
Super Monkey Ball 3D,Action,3DS,Sega,0.49
The Elder Scrolls V: Skyrim,Role-Playing,PS3,Bethesda Softworks,6.56
Ridge Racer 3D,Racing,3DS,Namco Bandai Games,0.5
NBA 2K12,Sports,PSP,Take-Two Interactive,0.28
NHL 12,Sports,PS3,Electronic Arts,0.59
Dead Island,Action,X360,Deep Silver,2.39
Danball Senki,Role-Playing,PSP,Level 5,0.39
Power Rangers Samurai,Action,Wii,Namco Bandai Games,0.34
The Adventures of Tintin: The Game,Action,Wii,Ubisoft,0.34
Dead Rising 2: Off the Record,Action,X360,Capcom,0.28
Dungeon Siege III,Role-Playing,PS3,Square Enix,0.39
Harry Potter and the Deathly Hallows - Part 2,Action,PS3,Electronic Arts,0.34
MotorStorm: Apocalypse,Racing,PS3,Sony Computer Entertainment,0.49
Monster Hunter Tri,Role-Playing,3DS,Nintendo,2.79
Killzone 3,Shooter,PS3,Sony Computer Entertainment,2.79
Just Dance Kids 2,Misc,Wii,Ubisoft,0.29
Sengoku Musou 3 Z,Action,PS3,Ackkstudios,0.33
Operation Flashpoint: Red River,Shooter,PS3,Codemasters,0.33
Kinect Sports: Season Two,Sports,X360,Microsoft Game Studios,2.36
Sesame Street: Once Upon A Monster,Misc,X360,Warner Bros. Interactive Entertainment,0.53
Uncharted 3: Drake's Deception,Action,PS3,Sony Computer Entertainment,6.83
Pandora's Tower,Role-Playing,Wii,Nintendo,0.33
The King of Fighters XIII,Fighting,X360,Rising Star Games,0.33
The Elder Scrolls V: Skyrim,Role-Playing,PC,Bethesda Softworks,3.88
FIFA 12,Sports,PSP,Electronic Arts,0.53
Total War: Shogun 2,Strategy,PC,Sega,0.59
Jonah Lomu Rugby Challenge,Sports,X360,Home Entertainment Suppliers,0.34
Power Rangers Samurai,Action,DS,Namco Bandai Games,0.34
AKB1/48: Idol to Guam de Koishitara...,Misc,PSP,Namco Bandai Games,0.4
Battlefield 3,Shooter,PC,Electronic Arts,2.79
Assassin's Creed: Brotherhood,Action,PC,Ubisoft,0.59
FIFA 12,Sports,PS3,Electronic Arts,6.69
The Sims 3: Town Life Stuff,Simulation,PC,Electronic Arts,0.34
Virtua Tennis 4,Sports,PS3,Sega,0.46
Reel Fishing Paradise 3D,Sports,3DS,Marvelous Interactive,0.19
The Magic School Bus: Oceans,Adventure,DS,Scholastic Inc.,0.23
NASCAR Unleashed,Racing,PS3,Activision,0.1
BIT.TRIP COMPLETE,Misc,Wii,Rising Star Games,0.1
Skylanders: Spyro's Adventure,Action,PC,Activision,0.1
Cars 2,Racing,3DS,Disney Interactive Studios,0.23
Cabela's Big Game Hunter: Hunting Party,Sports,X360,Activision,0.17
Dungeon Siege III,Role-Playing,PC,Square Enix,0.17
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,Action,PS3,Namco Bandai Games,0.22
Man vs. Wild,Action,X360,Crave Entertainment,0.1
The Cursed Crusade,Action,PS3,DTP Entertainment,0.17
Digimon Story: Super Xros Wars Blue/Red,Role-Playing,DS,Namco Bandai Games,0.1
Who Wants to Be A Millionaire?,Misc,X360,Ubisoft,0.1
